date,state,district,pincode,demo_age_5_17,demo_age_17_
18-10-2025,Maharashtra,Hingoli,431510,0,1
18-10-2025,Maharashtra,Hingoli,431701,3,144
18-10-2025,Maharashtra,Jalgaon,424103,1,6
18-10-2025,Maharashtra,Jalgaon,424107,0,8
18-10-2025,Maharashtra,Jalgaon,424202,1,26
18-10-2025,Maharashtra,Jalgaon,424209,1,26
18-10-2025,Maharashtra,Jalgaon,425104,0,14
18-10-2025,Maharashtra,Jalgaon,425108,1,14
18-10-2025,Maharashtra,Jalgaon,425303,0,34
18-10-2025,Maharashtra,Jalgaon,425304,0,3
18-10-2025,Maharashtra,Jalgaon,425305,0,7
18-10-2025,Maharashtra,Jalgaon,425310,2,74
18-10-2025,Maharashtra,Jalgaon,425311,0,15
18-10-2025,Maharashtra,Jalgaon,425420,0,1
18-10-2025,Maharashtra,Jalgaon,425508,4,29
18-10-2025,Maharashtra,Jalna,431112,0,3
18-10-2025,Maharashtra,Jalna,431134,0,8
18-10-2025,Maharashtra,Jalna,431137,0,1
18-10-2025,Maharashtra,Jalna,431204,5,49
18-10-2025,Maharashtra,Jalna,431507,3,50
18-10-2025,Maharashtra,Kolhapur,416006,1,10
18-10-2025,Maharashtra,Kolhapur,416110,0,5
18-10-2025,Maharashtra,Kolhapur,416114,1,4
18-10-2025,Maharashtra,Kolhapur,416119,0,9
18-10-2025,Maharashtra,Kolhapur,416121,2,14
18-10-2025,Maharashtra,Kolhapur,416122,0,7
18-10-2025,Maharashtra,Kolhapur,416203,0,8
18-10-2025,Maharashtra,Kolhapur,416206,0,9
18-10-2025,Maharashtra,Kolhapur,416208,1,10
18-10-2025,Maharashtra,Kolhapur,416218,0,28
18-10-2025,Maharashtra,Kolhapur,416223,0,5
18-10-2025,Maharashtra,Kolhapur,416229,1,8
18-10-2025,Maharashtra,Latur,413514,2,54
18-10-2025,Maharashtra,Latur,413529,0,18
18-10-2025,Maharashtra,Mumbai,400015,0,5
18-10-2025,Maharashtra,Mumbai,400016,0,5
18-10-2025,Maharashtra,Mumbai,400018,0,11
18-10-2025,Maharashtra,Mumbai,400021,0,1
18-10-2025,Maharashtra,Mumbai,400024,0,6
18-10-2025,Maharashtra,Mumbai,400030,0,4
18-10-2025,Maharashtra,Mumbai,400033,0,5
18-10-2025,Maharashtra,Mumbai,400034,0,3
18-10-2025,Maharashtra,Mumbai,400037,3,17
18-10-2025,Maharashtra,Mumbai,400053,0,10
18-10-2025,Maharashtra,Mumbai,400054,1,8
18-10-2025,Maharashtra,Mumbai,400055,0,13
18-10-2025,Maharashtra,Mumbai,400056,1,3
18-10-2025,Maharashtra,Mumbai,400060,0,12
18-10-2025,Maharashtra,Mumbai,400075,0,9
18-10-2025,Maharashtra,Mumbai,400076,1,8
18-10-2025,Maharashtra,Mumbai,400078,2,23
18-10-2025,Maharashtra,Mumbai,400082,0,2
18-10-2025,Maharashtra,Mumbai,400097,1,18
18-10-2025,Maharashtra,Mumbai,400098,0,1
18-10-2025,Maharashtra,Mumbai,400099,0,7
18-10-2025,Maharashtra,Mumbai,400101,4,33
18-10-2025,Maharashtra,Mumbai,400103,0,1
18-10-2025,Maharashtra,Mumbai,401607,0,1
18-10-2025,Maharashtra,Mumbai City,400002,0,4
18-10-2025,Maharashtra,Mumbai City,400004,1,4
18-10-2025,Maharashtra,Mumbai City,400006,1,1
18-10-2025,Maharashtra,Mumbai City,400007,0,2
18-10-2025,Maharashtra,Mumbai City,400013,1,8
18-10-2025,Maharashtra,Mumbai City,400015,1,4
18-10-2025,Maharashtra,Mumbai City,400028,0,7
18-10-2025,Maharashtra,Mumbai City,400031,0,4
18-10-2025,Maharashtra,Mumbai Suburban,400042,0,4
18-10-2025,Maharashtra,Mumbai Suburban,400055,2,8
18-10-2025,Maharashtra,Mumbai Suburban,400061,1,13
18-10-2025,Maharashtra,Mumbai Suburban,400063,3,5
18-10-2025,Maharashtra,Mumbai Suburban,400068,4,25
18-10-2025,Maharashtra,Mumbai Suburban,400069,0,4
18-10-2025,Maharashtra,Mumbai Suburban,400074,5,10
18-10-2025,Maharashtra,Mumbai Suburban,400078,1,21
18-10-2025,Maharashtra,Mumbai Suburban,400079,2,3
18-10-2025,Maharashtra,Mumbai Suburban,400088,2,10
18-10-2025,Maharashtra,Mumbai Suburban,400093,5,9
18-10-2025,Maharashtra,Mumbai Suburban,400097,8,24
18-10-2025,Maharashtra,Mumbai Suburban,400101,5,29
18-10-2025,Maharashtra,Mumbai( Sub Urban ),400063,0,1
18-10-2025,Maharashtra,Mumbai( Sub Urban ),400071,0,2
18-10-2025,Maharashtra,Mumbai( Sub Urban ),400072,0,1
18-10-2025,Maharashtra,Nagpur,440007,1,3
18-10-2025,Maharashtra,Nagpur,440008,2,38
18-10-2025,Maharashtra,Nagpur,440009,1,25
18-10-2025,Maharashtra,Nagpur,440013,2,27
18-10-2025,Maharashtra,Nagpur,440022,0,14
18-10-2025,Maharashtra,Nagpur,440025,0,7
18-10-2025,Maharashtra,Nagpur,440037,0,5
18-10-2025,Maharashtra,Nagpur,441002,1,14
18-10-2025,Maharashtra,Nagpur,441108,2,49
18-10-2025,Maharashtra,Nagpur,441210,0,8
18-10-2025,Maharashtra,Nagpur,441301,0,9
18-10-2025,Maharashtra,Nagpur,441401,2,44
18-10-2025,Maharashtra,Nagpur,441501,0,31
18-10-2025,Maharashtra,Nanded,431709,2,115
18-10-2025,Maharashtra,Nanded,431710,1,43
18-10-2025,Maharashtra,Nanded,431715,9,225
18-10-2025,Maharashtra,Nanded,431718,0,37
18-10-2025,Maharashtra,Nanded,431721,3,48
18-10-2025,Maharashtra,Nanded,431723,0,27
18-10-2025,Maharashtra,Nanded,431741,1,37
18-10-2025,Maharashtra,Nanded,431743,0,8
18-10-2025,Maharashtra,Nanded,431804,3,64
18-10-2025,Maharashtra,Nanded,431805,2,43
18-10-2025,Maharashtra,Nanded,431807,2,21
18-10-2025,Maharashtra,Nandurbar,425409,0,22
18-10-2025,Maharashtra,Nandurbar,425413,2,25
18-10-2025,Maharashtra,Nandurbar,425423,0,1
18-10-2025,Maharashtra,Nandurbar,425426,0,9
18-10-2025,Maharashtra,Nandurbar,425452,3,20
18-10-2025,Maharashtra,Nandurbar *,425412,0,2
18-10-2025,Maharashtra,Nashik,422008,0,8
18-10-2025,Maharashtra,Nashik,422013,0,5
18-10-2025,Maharashtra,Nashik,422112,0,1
18-10-2025,Maharashtra,Nashik,422202,0,27
18-10-2025,Maharashtra,Nashik,422210,0,8
18-10-2025,Maharashtra,Nashik,422305,3,12
18-10-2025,Maharashtra,Nashik,422401,1,0
18-10-2025,Maharashtra,Nashik,422402,0,63
18-10-2025,Maharashtra,Nashik,423101,2,21
18-10-2025,Maharashtra,Nashik,423108,0,8
18-10-2025,Maharashtra,Nashik,423111,0,2
18-10-2025,Maharashtra,Nashik,423201,2,15
18-10-2025,Maharashtra,Nashik,423205,0,17
18-10-2025,Maharashtra,Nashik,423206,2,16
18-10-2025,Maharashtra,Nashik,423402,1,17
18-10-2025,Maharashtra,Nashik,423501,0,12
18-10-2025,Maharashtra,Osmanabad,413405,1,5
18-10-2025,Maharashtra,Osmanabad,413510,0,3
18-10-2025,Maharashtra,Osmanabad,413523,0,1
18-10-2025,Maharashtra,Osmanabad,413623,0,4
18-10-2025,Maharashtra,Palghar,401202,4,16
18-10-2025,Maharashtra,Palghar,401503,1,0
18-10-2025,Maharashtra,Palghar,401602,3,29
18-10-2025,Maharashtra,Palghar,401603,3,128
18-10-2025,Maharashtra,Palghar,401606,6,37
18-10-2025,Maharashtra,Palghar,401702,0,2
18-10-2025,Maharashtra,Parbhani,431502,0,2
18-10-2025,Maharashtra,Parbhani,431503,3,67
18-10-2025,Maharashtra,Pune,410301,0,2
18-10-2025,Maharashtra,Pune,410501,4,59
18-10-2025,Maharashtra,Pune,410507,1,18
18-10-2025,Maharashtra,Pune,410509,2,21
18-10-2025,Maharashtra,Pune,411002,1,20
18-10-2025,Maharashtra,Pune,411009,1,18
18-10-2025,Maharashtra,Pune,411016,0,11
18-10-2025,Maharashtra,Pune,411024,3,1
18-10-2025,Maharashtra,Pune,411033,5,46
18-10-2025,Maharashtra,Pune,411035,0,2
18-10-2025,Maharashtra,Pune,411036,2,20
18-10-2025,Maharashtra,Pune,411038,1,37
18-10-2025,Maharashtra,Pune,411041,5,37
18-10-2025,Maharashtra,Pune,411044,2,5
18-10-2025,Maharashtra,Pune,411068,3,0
18-10-2025,Maharashtra,Pune,412103,0,7
18-10-2025,Maharashtra,Pune,412115,1,25
18-10-2025,Maharashtra,Pune,412211,3,14
18-10-2025,Maharashtra,Pune,412401,0,5
18-10-2025,Maharashtra,Pune,412408,2,15
18-10-2025,Maharashtra,Pune,412411,3,14
18-10-2025,Maharashtra,Pune,413105,1,14
18-10-2025,Maharashtra,Pune,413801,2,23
18-10-2025,Maharashtra,Raigad,400702,0,4
18-10-2025,Maharashtra,Raigad,400707,0,2
18-10-2025,Maharashtra,Raigad,402106,0,1
18-10-2025,Maharashtra,Raigad,402110,0,2
18-10-2025,Maharashtra,Raigad,402117,0,1
18-10-2025,Maharashtra,Raigad,402301,0,1
18-10-2025,Maharashtra,Raigad,402307,0,1
18-10-2025,Maharashtra,Raigad,402403,1,0
18-10-2025,Maharashtra,Raigad,410206,6,55
18-10-2025,Maharashtra,Raigad,410210,1,23
18-10-2025,Maharashtra,Raigarh,400704,0,1
18-10-2025,Maharashtra,Raigarh,402107,1,83
18-10-2025,Maharashtra,Raigarh,402108,0,20
18-10-2025,Maharashtra,Raigarh,402201,0,8
18-10-2025,Maharashtra,Raigarh,402209,1,9
18-10-2025,Maharashtra,Raigarh,402308,0,4
18-10-2025,Maharashtra,Raigarh,410208,2,12
18-10-2025,Maharashtra,Raigarh,410210,3,14
18-10-2025,Maharashtra,Raigarh(MH),402209,0,2
18-10-2025,Maharashtra,Raigarh(MH),410206,0,7
18-10-2025,Maharashtra,Ratnagiri,415202,0,2
18-10-2025,Maharashtra,Ratnagiri,415208,0,1
18-10-2025,Maharashtra,Ratnagiri,415608,1,6
18-10-2025,Maharashtra,Ratnagiri,415617,0,1
18-10-2025,Maharashtra,Ratnagiri,415619,0,3
18-10-2025,Maharashtra,Ratnagiri,415639,0,10
18-10-2025,Maharashtra,Ratnagiri,415714,0,2
18-10-2025,Maharashtra,Ratnagiri,415726,0,2
18-10-2025,Maharashtra,Ratnagiri,415728,0,1
18-10-2025,Maharashtra,Ratnagiri,415801,0,1
18-10-2025,Maharashtra,Ratnagiri,416709,0,1
18-10-2025,Maharashtra,Sangli,415301,0,8
18-10-2025,Maharashtra,Sangli,415302,0,3
18-10-2025,Maharashtra,Sangli,415308,1,4
18-10-2025,Maharashtra,Sangli,415310,0,4
18-10-2025,Maharashtra,Sangli,415408,0,8
18-10-2025,Maharashtra,Sangli,415411,1,2
18-10-2025,Maharashtra,Sangli,415412,0,2
18-10-2025,Maharashtra,Sangli,416308,0,7
18-10-2025,Maharashtra,Sangli,416309,0,2
18-10-2025,Maharashtra,Sangli,416414,0,2
18-10-2025,Maharashtra,Sangli,416415,0,5
18-10-2025,Maharashtra,Satara,412805,0,7
18-10-2025,Maharashtra,Satara,415002,1,22
18-10-2025,Maharashtra,Satara,415020,0,4
18-10-2025,Maharashtra,Satara,415021,3,7
18-10-2025,Maharashtra,Satara,415107,0,5
18-10-2025,Maharashtra,Satara,415109,1,8
18-10-2025,Maharashtra,Satara,415112,1,8
18-10-2025,Maharashtra,Satara,415115,2,4
18-10-2025,Maharashtra,Satara,415212,0,1
18-10-2025,Maharashtra,Satara,415501,3,20
18-10-2025,Maharashtra,Satara,415504,0,3
18-10-2025,Maharashtra,Satara,415510,1,6
18-10-2025,Maharashtra,Satara,415515,0,9
18-10-2025,Maharashtra,Satara,415516,0,1
18-10-2025,Maharashtra,Satara,415525,1,9
18-10-2025,Maharashtra,Sindhudurg,416512,0,10
18-10-2025,Maharashtra,Sindhudurg,416521,0,1
18-10-2025,Maharashtra,Sindhudurg,416523,1,3
18-10-2025,Maharashtra,Sindhudurg,416528,0,3
18-10-2025,Maharashtra,Sindhudurg,416605,0,1
18-10-2025,Maharashtra,Sindhudurg,416609,1,13
18-10-2025,Maharashtra,Sindhudurg,416612,0,6
18-10-2025,Maharashtra,Sindhudurg,416613,0,3
18-10-2025,Maharashtra,Sindhudurg,416614,2,3
18-10-2025,Maharashtra,Sindhudurg,416703,0,1
18-10-2025,Maharashtra,Solapur,413005,1,17
18-10-2025,Maharashtra,Solapur,413111,0,35
18-10-2025,Maharashtra,Solapur,413113,2,39
18-10-2025,Maharashtra,Solapur,413210,0,8
18-10-2025,Maharashtra,Solapur,413218,0,8
18-10-2025,Maharashtra,Solapur,413248,0,31
18-10-2025,Maharashtra,Solapur,413302,3,16
18-10-2025,Maharashtra,Solapur,413324,1,13
18-10-2025,Maharashtra,Solapur,413410,0,8
18-10-2025,Maharashtra,Solapur,413411,0,20
18-10-2025,Maharashtra,Thane,400606,2,11
18-10-2025,Maharashtra,Thane,400608,2,10
18-10-2025,Maharashtra,Thane,400701,3,29
18-10-2025,Maharashtra,Thane,401101,2,16
18-10-2025,Maharashtra,Thane,401106,1,4
18-10-2025,Maharashtra,Thane,401302,0,1
18-10-2025,Maharashtra,Thane,401305,1,19
18-10-2025,Maharashtra,Thane,401503,0,2
18-10-2025,Maharashtra,Thane,401610,0,2
18-10-2025,Maharashtra,Thane,421004,3,29
18-10-2025,Maharashtra,Thane,421102,0,20
18-10-2025,Maharashtra,Thane,421201,2,40
18-10-2025,Maharashtra,Thane,421203,1,13
18-10-2025,Maharashtra,Thane,421301,8,159
18-10-2025,Maharashtra,Thane,421401,4,175
18-10-2025,Maharashtra,Thane,421506,1,1
18-10-2025,Maharashtra,Wardha,442001,2,68
18-10-2025,Maharashtra,Wardha,442307,1,19
18-10-2025,Maharashtra,Washim,444402,1,6
18-10-2025,Maharashtra,Washim,444409,0,2
18-10-2025,Maharashtra,Washim,444504,0,19
18-10-2025,Maharashtra,Yavatmal,445001,4,75
18-10-2025,Maharashtra,Yavatmal,445110,1,9
18-10-2025,Maharashtra,Yavatmal,445202,3,26
18-10-2025,Maharashtra,Yavatmal,445203,1,28
18-10-2025,Maharashtra,Yavatmal,445205,1,31
18-10-2025,Maharashtra,Yavatmal,445209,0,16
18-10-2025,Maharashtra,Yavatmal,445210,0,5
18-10-2025,Maharashtra,Yavatmal,445323,1,15
19-10-2025,Maharashtra,Ahmadnagar,413204,2,18
19-10-2025,Maharashtra,Ahmadnagar,413705,5,87
19-10-2025,Maharashtra,Ahmadnagar,413706,0,9
19-10-2025,Maharashtra,Ahmadnagar,413707,0,1
19-10-2025,Maharashtra,Ahmadnagar,413709,1,30
19-10-2025,Maharashtra,Ahmadnagar,413713,0,1
19-10-2025,Maharashtra,Ahmadnagar,413714,0,5
19-10-2025,Maharashtra,Ahmadnagar,413721,0,7
19-10-2025,Maharashtra,Ahmadnagar,413723,1,10
19-10-2025,Maharashtra,Ahmadnagar,413738,0,10
19-10-2025,Maharashtra,Ahmadnagar,413739,0,4
19-10-2025,Maharashtra,Ahmadnagar,414113,0,6
19-10-2025,Maharashtra,Ahmadnagar,414305,1,6
19-10-2025,Maharashtra,Ahmadnagar,414505,0,6
19-10-2025,Maharashtra,Ahmadnagar,414603,2,20
19-10-2025,Maharashtra,Ahmadnagar,414604,2,17
19-10-2025,Maharashtra,Ahmadnagar,414607,0,2
19-10-2025,Maharashtra,Ahmadnagar,422610,2,8
19-10-2025,Maharashtra,Ahmed Nagar,413720,0,1
19-10-2025,Maharashtra,Ahmed Nagar,423601,0,2
19-10-2025,Maharashtra,Akola,444002,4,5
19-10-2025,Maharashtra,Akola,444126,0,8
19-10-2025,Maharashtra,Amravati,444602,0,7
19-10-2025,Maharashtra,Amravati,444607,0,6
19-10-2025,Maharashtra,Amravati,444711,0,8
19-10-2025,Maharashtra,Amravati,444801,3,24
19-10-2025,Maharashtra,Amravati,444809,1,3
19-10-2025,Maharashtra,Amravati,444901,0,3
19-10-2025,Maharashtra,Amravati,444903,1,3
19-10-2025,Maharashtra,Amravati,444908,0,2
19-10-2025,Maharashtra,Aurangabad,423702,1,15
19-10-2025,Maharashtra,Aurangabad,431008,1,19
19-10-2025,Maharashtra,Aurangabad,431115,0,6
19-10-2025,Maharashtra,Aurangabad,431117,0,11
19-10-2025,Maharashtra,Aurangabad,431118,2,2
19-10-2025,Maharashtra,Aurangabad,431120,0,6
19-10-2025,Maharashtra,Aurangabad,431135,1,7
19-10-2025,Maharashtra,Aurangabad,431148,0,10
19-10-2025,Maharashtra,Beed,414204,0,29
19-10-2025,Maharashtra,Beed,431122,12,94
19-10-2025,Maharashtra,Beed,431127,5,43
19-10-2025,Maharashtra,Beed,431128,2,31
19-10-2025,Maharashtra,Beed,431515,3,16
19-10-2025,Maharashtra,Beed,431523,0,2
19-10-2025,Maharashtra,Bhandara,441803,0,71
19-10-2025,Maharashtra,Bhandara,441906,2,16
19-10-2025,Maharashtra,Bhandara,441908,1,5
19-10-2025,Maharashtra,Bhandara,441910,0,38
19-10-2025,Maharashtra,Bhandara,441924,0,5
19-10-2025,Maharashtra,Bid,431122,1,15
19-10-2025,Maharashtra,Bid,431519,1,0
19-10-2025,Maharashtra,Buldana,443202,0,10
19-10-2025,Maharashtra,Buldana,443206,0,2
19-10-2025,Maharashtra,Buldana,443404,0,4
19-10-2025,Maharashtra,Buldana,444301,0,10
19-10-2025,Maharashtra,Buldhana,443104,0,14
19-10-2025,Maharashtra,Buldhana,443206,1,9
19-10-2025,Maharashtra,Buldhana,443301,2,42
19-10-2025,Maharashtra,Buldhana,443303,1,4
19-10-2025,Maharashtra,Buldhana,444108,0,1
19-10-2025,Maharashtra,Chandrapur,441215,2,27
19-10-2025,Maharashtra,Chandrapur,441222,0,7
19-10-2025,Maharashtra,Chandrapur,441228,0,19
19-10-2025,Maharashtra,Chandrapur,442901,0,1
19-10-2025,Maharashtra,Chandrapur,442907,3,21
19-10-2025,Maharashtra,Chandrapur,442908,3,52
19-10-2025,Maharashtra,Chandrapur,442914,0,3
19-10-2025,Maharashtra,Chatrapati Sambhaji Nagar,431001,3,15
19-10-2025,Maharashtra,Chhatrapati Sambhajinagar,423703,0,1
19-10-2025,Maharashtra,Chhatrapati Sambhajinagar,431002,0,1
19-10-2025,Maharashtra,Chhatrapati Sambhajinagar,431008,0,4
19-10-2025,Maharashtra,Chhatrapati Sambhajinagar,431009,0,2
19-10-2025,Maharashtra,Chhatrapati Sambhajinagar,431105,0,3
19-10-2025,Maharashtra,Chhatrapati Sambhajinagar,431109,1,2
19-10-2025,Maharashtra,Chhatrapati Sambhajinagar,431112,0,6
19-10-2025,Maharashtra,Chhatrapati Sambhajinagar,431113,1,1
19-10-2025,Maharashtra,Dharashiv,413506,0,1
19-10-2025,Maharashtra,Dharashiv,413624,0,1
19-10-2025,Maharashtra,Dhule,424001,4,46
19-10-2025,Maharashtra,Dhule,424002,2,23
19-10-2025,Maharashtra,Dhule,424304,2,6
19-10-2025,Maharashtra,Dhule,424305,2,13
19-10-2025,Maharashtra,Dhule,424306,0,17
19-10-2025,Maharashtra,Dhule,425405,2,45
19-10-2025,Maharashtra,Dhule,425427,1,4
19-10-2025,Maharashtra,Gadchiroli,441209,1,47
19-10-2025,Maharashtra,Gadchiroli,442703,0,18
19-10-2025,Maharashtra,Gadchiroli,442704,4,59
19-10-2025,Maharashtra,Gadchiroli,442705,0,43
19-10-2025,Maharashtra,Gondiya,441807,2,30
19-10-2025,Maharashtra,Gondiya *,441801,0,1
19-10-2025,Maharashtra,Hingoli,431705,10,52
19-10-2025,Maharashtra,Jalgaon,424105,0,15
19-10-2025,Maharashtra,Jalgaon,424204,0,13
19-10-2025,Maharashtra,Jalgaon,424206,0,38
19-10-2025,Maharashtra,Jalgaon,425101,0,1
19-10-2025,Maharashtra,Jalgaon,425102,0,3
19-10-2025,Maharashtra,Jalgaon,425105,0,13
19-10-2025,Maharashtra,Jalgaon,425113,0,4
19-10-2025,Maharashtra,Jalgaon,425502,0,1
19-10-2025,Maharashtra,Jalna,431007,0,1
19-10-2025,Maharashtra,Jalna,431203,5,37
19-10-2025,Maharashtra,Jalna,431206,1,34
19-10-2025,Maharashtra,Jalna,431209,2,6
19-10-2025,Maharashtra,Kolhapur,416001,0,14
19-10-2025,Maharashtra,Kolhapur,416002,0,7
19-10-2025,Maharashtra,Kolhapur,416010,2,7
19-10-2025,Maharashtra,Kolhapur,416105,0,2
19-10-2025,Maharashtra,Kolhapur,416109,0,4
19-10-2025,Maharashtra,Kolhapur,416116,0,6
19-10-2025,Maharashtra,Kolhapur,416119,0,3
19-10-2025,Maharashtra,Kolhapur,416122,1,7
19-10-2025,Maharashtra,Kolhapur,416201,0,1
19-10-2025,Maharashtra,Kolhapur,416205,0,44
19-10-2025,Maharashtra,Kolhapur,416207,0,6
19-10-2025,Maharashtra,Kolhapur,416208,1,8
19-10-2025,Maharashtra,Kolhapur,416230,0,7
19-10-2025,Maharashtra,Kolhapur,416235,0,4
19-10-2025,Maharashtra,Kolhapur,416509,0,8
19-10-2025,Maharashtra,Latur,413510,1,5
19-10-2025,Maharashtra,Latur,413517,9,86
19-10-2025,Maharashtra,Latur,413520,6,33
19-10-2025,Maharashtra,Latur,413522,1,11
19-10-2025,Maharashtra,Latur,413523,1,5
19-10-2025,Maharashtra,Latur,413607,0,5
19-10-2025,Maharashtra,Mumbai,400012,0,6
19-10-2025,Maharashtra,Mumbai,400018,0,9
19-10-2025,Maharashtra,Mumbai,400021,0,1
19-10-2025,Maharashtra,Mumbai,400024,0,2
19-10-2025,Maharashtra,Mumbai,400025,0,2
19-10-2025,Maharashtra,Mumbai,400026,0,1
19-10-2025,Maharashtra,Mumbai,400057,0,1
19-10-2025,Maharashtra,Mumbai,400061,2,8
19-10-2025,Maharashtra,Mumbai,400067,2,7
19-10-2025,Maharashtra,Mumbai,400077,0,3
19-10-2025,Maharashtra,Mumbai,400081,0,3
19-10-2025,Maharashtra,Mumbai,400088,2,7
19-10-2025,Maharashtra,Mumbai,400094,0,1
19-10-2025,Maharashtra,Mumbai,400103,0,1
19-10-2025,Maharashtra,Mumbai,401604,0,1
19-10-2025,Maharashtra,Mumbai City,400008,4,15
19-10-2025,Maharashtra,Mumbai City,400010,2,12
19-10-2025,Maharashtra,Mumbai City,400013,1,5
19-10-2025,Maharashtra,Mumbai City,400015,0,6
19-10-2025,Maharashtra,Mumbai City,400018,3,10
19-10-2025,Maharashtra,Mumbai City,400021,0,1
19-10-2025,Maharashtra,Mumbai City,400022,0,6
19-10-2025,Maharashtra,Mumbai Suburban,400043,6,51
19-10-2025,Maharashtra,Mumbai Suburban,400050,2,9
19-10-2025,Maharashtra,Mumbai Suburban,400051,1,19
19-10-2025,Maharashtra,Mumbai Suburban,400059,0,11
19-10-2025,Maharashtra,Mumbai Suburban,400061,0,6
19-10-2025,Maharashtra,Mumbai Suburban,400071,1,24
19-10-2025,Maharashtra,Mumbai Suburban,400075,3,17
19-10-2025,Maharashtra,Mumbai Suburban,400078,2,23
19-10-2025,Maharashtra,Mumbai Suburban,400080,4,10
19-10-2025,Maharashtra,Mumbai Suburban,400103,2,6
19-10-2025,Maharashtra,Mumbai( Sub Urban ),400062,1,0
19-10-2025,Maharashtra,Mumbai( Sub Urban ),400072,0,1
19-10-2025,Maharashtra,Mumbai( Sub Urban ),400079,0,2
19-10-2025,Maharashtra,Mumbai( Sub Urban ),400080,0,1
19-10-2025,Maharashtra,Mumbai( Sub Urban ),400086,0,2
19-10-2025,Maharashtra,Mumbai( Sub Urban ),400093,0,1
19-10-2025,Maharashtra,Mumbai( Sub Urban ),400097,0,2
19-10-2025,Maharashtra,Nagpur,440012,0,2
19-10-2025,Maharashtra,Nagpur,440013,3,18
19-10-2025,Maharashtra,Nagpur,440021,0,1
19-10-2025,Maharashtra,Nagpur,440024,4,28
19-10-2025,Maharashtra,Nagpur,440025,1,3
19-10-2025,Maharashtra,Nagpur,440027,2,15
19-10-2025,Maharashtra,Nagpur,440029,0,1
19-10-2025,Maharashtra,Nagpur,440032,0,3
19-10-2025,Maharashtra,Nagpur,440035,4,26
19-10-2025,Maharashtra,Nagpur,441301,0,1
19-10-2025,Maharashtra,Nagpur,441501,0,19
19-10-2025,Maharashtra,Nanded,431604,6,44
19-10-2025,Maharashtra,Nanded,431646,0,11
19-10-2025,Maharashtra,Nanded,431707,0,12
19-10-2025,Maharashtra,Nanded,431710,1,21
19-10-2025,Maharashtra,Nanded,431712,1,117
19-10-2025,Maharashtra,Nanded,431714,4,41
19-10-2025,Maharashtra,Nanded,431718,2,15
19-10-2025,Maharashtra,Nanded,431741,0,8
19-10-2025,Maharashtra,Nanded,431742,0,11
19-10-2025,Maharashtra,Nanded,431743,0,1
19-10-2025,Maharashtra,Nanded,431808,0,10
19-10-2025,Maharashtra,Nanded,431809,2,35
19-10-2025,Maharashtra,Nandurbar,425409,1,10
19-10-2025,Maharashtra,Nandurbar,425412,3,49
19-10-2025,Maharashtra,Nandurbar,425423,2,4
19-10-2025,Maharashtra,Nandurbar,425442,0,5
19-10-2025,Maharashtra,Nandurbar,425452,1,5
19-10-2025,Maharashtra,Nashik,422002,0,5
19-10-2025,Maharashtra,Nashik,422008,1,11
19-10-2025,Maharashtra,Nashik,422010,6,31
19-10-2025,Maharashtra,Nashik,422013,1,9
19-10-2025,Maharashtra,Nashik,422112,0,1
19-10-2025,Maharashtra,Nashik,422210,0,4
19-10-2025,Maharashtra,Nashik,422211,0,46
19-10-2025,Maharashtra,Nashik,422302,0,2
19-10-2025,Maharashtra,Nashik,422403,1,41
19-10-2025,Maharashtra,Nashik,422606,1,8
19-10-2025,Maharashtra,Nashik,423101,1,16
19-10-2025,Maharashtra,Nashik,423105,2,13
19-10-2025,Maharashtra,Nashik,423117,0,6
19-10-2025,Maharashtra,Nashik,423205,0,8
19-10-2025,Maharashtra,Nashik,423212,2,6
19-10-2025,Maharashtra,Osmanabad,413504,2,33
19-10-2025,Maharashtra,Osmanabad,413506,0,9
19-10-2025,Maharashtra,Osmanabad,413507,0,8
19-10-2025,Maharashtra,Osmanabad,413508,1,2
19-10-2025,Maharashtra,Osmanabad,413534,0,1
19-10-2025,Maharashtra,Osmanabad,413601,2,8
19-10-2025,Maharashtra,Osmanabad,413605,0,17
19-10-2025,Maharashtra,Osmanabad,413624,0,1
19-10-2025,Maharashtra,Palghar,401204,0,3
19-10-2025,Maharashtra,Palghar,401207,1,2
19-10-2025,Maharashtra,Palghar,401209,7,72
19-10-2025,Maharashtra,Palghar,401404,0,8
19-10-2025,Maharashtra,Palghar,401605,0,8
19-10-2025,Maharashtra,Palghar,401610,0,5
19-10-2025,Maharashtra,Parbhani,431502,0,1
19-10-2025,Maharashtra,Parbhani,431508,1,15
19-10-2025,Maharashtra,Parbhani,431511,3,22
19-10-2025,Maharashtra,Pune,410301,0,1
19-10-2025,Maharashtra,Pune,410401,0,6
19-10-2025,Maharashtra,Pune,410403,0,1
19-10-2025,Maharashtra,Pune,410406,0,2
19-10-2025,Maharashtra,Pune,410501,3,40
19-10-2025,Maharashtra,Pune,410509,0,10
19-10-2025,Maharashtra,Pune,410513,0,5
19-10-2025,Maharashtra,Pune,410516,0,2
19-10-2025,Maharashtra,Pune,411002,0,7
19-10-2025,Maharashtra,Pune,411009,0,7
19-10-2025,Maharashtra,Pune,411014,3,33
19-10-2025,Maharashtra,Pune,411015,0,17
19-10-2025,Maharashtra,Pune,411016,0,3
19-10-2025,Maharashtra,Pune,411017,0,22
19-10-2025,Maharashtra,Pune,411018,2,15
19-10-2025,Maharashtra,Pune,411019,0,12
19-10-2025,Maharashtra,Pune,411025,1,4
