date,state,district,pincode,bio_age_5_17,bio_age_17_
14-10-2025,Maharashtra,Ratnagiri,415718,0,3
14-10-2025,Maharashtra,Ratnagiri,415802,3,4
14-10-2025,Maharashtra,Ratnagiri,415803,15,5
14-10-2025,Maharashtra,Ratnagiri,415804,17,30
14-10-2025,Maharashtra,Ratnagiri,416713,1,1
14-10-2025,Maharashtra,Sangli,415304,3,1
14-10-2025,Maharashtra,Sangli,415310,2,4
14-10-2025,Maharashtra,Sangli,415411,3,14
14-10-2025,Maharashtra,Sangli,416302,2,10
14-10-2025,Maharashtra,Sangli,416306,1,11
14-10-2025,Maharashtra,Sangli,416308,4,7
14-10-2025,Maharashtra,Sangli,416311,2,4
14-10-2025,Maharashtra,Sangli,416312,12,37
14-10-2025,Maharashtra,Sangli,416316,2,3
14-10-2025,Maharashtra,Sangli,416402,9,10
14-10-2025,Maharashtra,Sangli,416403,6,17
14-10-2025,Maharashtra,Sangli,416404,25,57
14-10-2025,Maharashtra,Sangli,416405,10,25
14-10-2025,Maharashtra,Sangli,416407,2,8
14-10-2025,Maharashtra,Sangli,416436,12,11
14-10-2025,Maharashtra,Satara,412802,6,9
14-10-2025,Maharashtra,Satara,415002,41,43
14-10-2025,Maharashtra,Satara,415010,4,7
14-10-2025,Maharashtra,Satara,415012,5,6
14-10-2025,Maharashtra,Satara,415021,1,3
14-10-2025,Maharashtra,Satara,415103,3,16
14-10-2025,Maharashtra,Satara,415111,4,12
14-10-2025,Maharashtra,Satara,415112,44,19
14-10-2025,Maharashtra,Satara,415122,1,6
14-10-2025,Maharashtra,Satara,415124,14,10
14-10-2025,Maharashtra,Satara,415209,0,3
14-10-2025,Maharashtra,Satara,415212,0,1
14-10-2025,Maharashtra,Satara,415503,2,9
14-10-2025,Maharashtra,Satara,415509,47,21
14-10-2025,Maharashtra,Satara,415515,2,7
14-10-2025,Maharashtra,Satara,415517,0,1
14-10-2025,Maharashtra,Satara,415521,11,15
14-10-2025,Maharashtra,Satara,415537,1,3
14-10-2025,Maharashtra,Satara,415538,10,7
14-10-2025,Maharashtra,Sindhudurg,416516,22,6
14-10-2025,Maharashtra,Sindhudurg,416534,6,2
14-10-2025,Maharashtra,Sindhudurg,416604,10,8
14-10-2025,Maharashtra,Sindhudurg,416606,2,4
14-10-2025,Maharashtra,Sindhudurg,416612,0,8
14-10-2025,Maharashtra,Sindhudurg,416613,1,3
14-10-2025,Maharashtra,Sindhudurg,416615,0,1
14-10-2025,Maharashtra,Sindhudurg,416616,0,1
14-10-2025,Maharashtra,Sindhudurg,416628,2,1
14-10-2025,Maharashtra,Sindhudurg,416704,1,0
14-10-2025,Maharashtra,Sindhudurg,416801,4,1
14-10-2025,Maharashtra,Sindhudurg,416807,18,1
14-10-2025,Maharashtra,Solapur,413001,28,45
14-10-2025,Maharashtra,Solapur,413113,20,16
14-10-2025,Maharashtra,Solapur,413209,41,10
14-10-2025,Maharashtra,Solapur,413411,1,4
14-10-2025,Maharashtra,Thane,400604,55,95
14-10-2025,Maharashtra,Thane,400703,25,43
14-10-2025,Maharashtra,Thane,401401,0,3
14-10-2025,Maharashtra,Thane,401501,0,17
14-10-2025,Maharashtra,Thane,401607,1,11
14-10-2025,Maharashtra,Thane,401610,1,2
14-10-2025,Maharashtra,Thane,421001,34,42
14-10-2025,Maharashtra,Thane,421003,0,3
14-10-2025,Maharashtra,Thane,421004,44,44
14-10-2025,Maharashtra,Thane,421005,28,17
14-10-2025,Maharashtra,Thane,421103,2,6
14-10-2025,Maharashtra,Thane,421202,26,65
14-10-2025,Maharashtra,Thane,421203,14,25
14-10-2025,Maharashtra,Thane,421204,32,60
14-10-2025,Maharashtra,Thane,421301,146,206
14-10-2025,Maharashtra,Thane,421312,0,17
14-10-2025,Maharashtra,Thane,421501,40,68
14-10-2025,Maharashtra,Thane,421502,2,2
14-10-2025,Maharashtra,Thane,421503,39,75
14-10-2025,Maharashtra,Thane,421601,30,49
14-10-2025,Maharashtra,Wardha,442006,1,0
14-10-2025,Maharashtra,Wardha,442110,0,1
14-10-2025,Maharashtra,Wardha,442202,13,18
14-10-2025,Maharashtra,Wardha,442301,30,141
14-10-2025,Maharashtra,Wardha,442305,10,72
14-10-2025,Maharashtra,Washim,444107,2,4
14-10-2025,Maharashtra,Washim,444507,5,22
14-10-2025,Maharashtra,Washim,444510,6,14
14-10-2025,Maharashtra,Yavatmal,445109,8,30
14-10-2025,Maharashtra,Yavatmal,445204,53,148
14-10-2025,Maharashtra,Yavatmal,445209,10,28
14-10-2025,Maharashtra,Yavatmal,445230,6,47
14-10-2025,Maharashtra,Yavatmal,445301,24,82
14-10-2025,Maharashtra,Yavatmal,445302,31,120
14-10-2025,Maharashtra,Yavatmal,445305,5,43
14-10-2025,Maharashtra,Yavatmal,445401,9,49
23-10-2025,Maharashtra,Ahilyanagar,413726,1,0
23-10-2025,Maharashtra,Ahilyanagar,414102,1,0
23-10-2025,Maharashtra,Ahmadnagar,413702,2,3
23-10-2025,Maharashtra,Ahmadnagar,413709,6,7
23-10-2025,Maharashtra,Ahmadnagar,413717,0,2
23-10-2025,Maharashtra,Ahmadnagar,413725,2,8
23-10-2025,Maharashtra,Ahmadnagar,414003,2,3
23-10-2025,Maharashtra,Ahmadnagar,414103,2,0
23-10-2025,Maharashtra,Ahmadnagar,414201,1,0
23-10-2025,Maharashtra,Ahmadnagar,414302,0,1
23-10-2025,Maharashtra,Ahmadnagar,414401,56,11
23-10-2025,Maharashtra,Ahmadnagar,414607,4,5
23-10-2025,Maharashtra,Ahmadnagar,422622,1,14
23-10-2025,Maharashtra,Ahmadnagar,423109,3,4
23-10-2025,Maharashtra,Ahmadnagar,423601,7,5
23-10-2025,Maharashtra,Ahmed Nagar,422610,1,0
23-10-2025,Maharashtra,Akola,444002,6,12
23-10-2025,Maharashtra,Akola,444004,0,2
23-10-2025,Maharashtra,Akola,444104,1,0
23-10-2025,Maharashtra,Akola,444109,0,2
23-10-2025,Maharashtra,Akola,444311,1,4
23-10-2025,Maharashtra,Amravati,444604,1,7
23-10-2025,Maharashtra,Amravati,444606,10,19
23-10-2025,Maharashtra,Amravati,444607,2,10
23-10-2025,Maharashtra,Amravati,444702,5,68
23-10-2025,Maharashtra,Amravati,444708,1,1
23-10-2025,Maharashtra,Amravati,444717,1,11
23-10-2025,Maharashtra,Amravati,444728,2,14
23-10-2025,Maharashtra,Amravati,444805,1,19
23-10-2025,Maharashtra,Amravati,444806,2,30
23-10-2025,Maharashtra,Amravati,444809,1,21
23-10-2025,Maharashtra,Amravati,444903,0,2
23-10-2025,Maharashtra,Amravati,444906,10,46
23-10-2025,Maharashtra,Aurangabad,423702,3,30
23-10-2025,Maharashtra,Aurangabad,431001,47,201
23-10-2025,Maharashtra,Aurangabad,431006,0,2
23-10-2025,Maharashtra,Aurangabad,431113,6,49
23-10-2025,Maharashtra,Aurangabad,431117,0,14
23-10-2025,Maharashtra,Aurangabad,431120,1,23
23-10-2025,Maharashtra,Aurangabad,431135,0,10
23-10-2025,Maharashtra,Aurangabad,431136,9,11
23-10-2025,Maharashtra,Aurangabad,431148,3,4
23-10-2025,Maharashtra,Aurangabad,431151,0,4
23-10-2025,Maharashtra,Aurangabad,431202,1,0
23-10-2025,Maharashtra,Beed,414205,1,1
23-10-2025,Maharashtra,Beed,414208,4,1
23-10-2025,Maharashtra,Beed,431124,1,9
23-10-2025,Maharashtra,Beed,431128,2,5
23-10-2025,Maharashtra,Beed,431515,2,4
23-10-2025,Maharashtra,Bhandara,441914,0,1
23-10-2025,Maharashtra,Bhandara,441915,0,1
23-10-2025,Maharashtra,Bhandara,441924,1,0
23-10-2025,Maharashtra,Bid,431131,0,6
23-10-2025,Maharashtra,Buldana,443303,0,3
23-10-2025,Maharashtra,Buldana,444303,0,23
23-10-2025,Maharashtra,Buldana,444312,1,1
23-10-2025,Maharashtra,Buldhana,443101,4,6
23-10-2025,Maharashtra,Buldhana,443402,5,37
23-10-2025,Maharashtra,Buldhana,444303,12,43
23-10-2025,Maharashtra,Chandrapur,442404,1,3
23-10-2025,Maharashtra,Chandrapur,442406,0,1
23-10-2025,Maharashtra,Chhatrapati Sambhajinagar,431010,1,3
23-10-2025,Maharashtra,Dharashiv,413501,0,1
23-10-2025,Maharashtra,Dhule,424001,15,16
23-10-2025,Maharashtra,Dhule,424301,1,19
23-10-2025,Maharashtra,Dhule,425405,21,20
23-10-2025,Maharashtra,Dhule,425428,15,12
23-10-2025,Maharashtra,Gadchiroli,441209,6,56
23-10-2025,Maharashtra,Gadchiroli,442605,24,134
23-10-2025,Maharashtra,Gadchiroli,442709,8,48
23-10-2025,Maharashtra,Gadchiroli,442710,6,20
23-10-2025,Maharashtra,Gondia,441807,0,8
23-10-2025,Maharashtra,Gondiya,441614,4,30
23-10-2025,Maharashtra,Gondiya,441701,5,10
23-10-2025,Maharashtra,Gondiya,441806,0,8
23-10-2025,Maharashtra,Gondiya,441901,3,29
23-10-2025,Maharashtra,Gondiya,441916,3,21
23-10-2025,Maharashtra,Gondiya *,441701,0,1
23-10-2025,Maharashtra,Gondiya *,441902,0,3
23-10-2025,Maharashtra,Jalgaon,424103,1,12
23-10-2025,Maharashtra,Jalgaon,424206,8,95
23-10-2025,Maharashtra,Jalgaon,425003,2,7
23-10-2025,Maharashtra,Jalgaon,425115,2,2
23-10-2025,Maharashtra,Jalgaon,425201,19,33
23-10-2025,Maharashtra,Jalgaon,425305,2,3
23-10-2025,Maharashtra,Jalna,431007,0,1
23-10-2025,Maharashtra,Jalna,431203,5,72
23-10-2025,Maharashtra,Jalna,431204,3,25
23-10-2025,Maharashtra,Jalna,431503,0,4
23-10-2025,Maharashtra,Jalna,431507,9,19
23-10-2025,Maharashtra,Kolhapur,416007,1,0
23-10-2025,Maharashtra,Kolhapur,416108,0,1
23-10-2025,Maharashtra,Kolhapur,416112,1,14
23-10-2025,Maharashtra,Kolhapur,416209,1,3
23-10-2025,Maharashtra,Kolhapur,416502,2,11
23-10-2025,Maharashtra,Kolhapur,416503,1,1
23-10-2025,Maharashtra,Kolhapur,416506,0,1
23-10-2025,Maharashtra,Latur,413511,1,9
23-10-2025,Maharashtra,Latur,413516,5,3
23-10-2025,Maharashtra,Latur,413517,16,42
23-10-2025,Maharashtra,Latur,413521,12,29
23-10-2025,Maharashtra,Latur,413529,4,13
23-10-2025,Maharashtra,Mumbai,400001,1,1
23-10-2025,Maharashtra,Mumbai,400003,0,2
23-10-2025,Maharashtra,Mumbai,400007,0,1
23-10-2025,Maharashtra,Mumbai,400027,1,1
23-10-2025,Maharashtra,Mumbai,400036,0,1
23-10-2025,Maharashtra,Mumbai,400043,12,51
23-10-2025,Maharashtra,Mumbai,400054,1,0
23-10-2025,Maharashtra,Mumbai,400055,5,6
23-10-2025,Maharashtra,Mumbai,400059,2,10
23-10-2025,Maharashtra,Mumbai,400071,5,16
23-10-2025,Maharashtra,Mumbai,400074,2,14
23-10-2025,Maharashtra,Mumbai,400084,3,8
23-10-2025,Maharashtra,Mumbai,400087,0,2
23-10-2025,Maharashtra,Mumbai,400101,2,22
23-10-2025,Maharashtra,Mumbai City,400001,1,1
23-10-2025,Maharashtra,Mumbai City,400007,0,2
23-10-2025,Maharashtra,Mumbai City,400008,12,3
23-10-2025,Maharashtra,Mumbai City,400009,4,4
23-10-2025,Maharashtra,Mumbai City,400019,1,0
23-10-2025,Maharashtra,Mumbai City,400037,17,8
23-10-2025,Maharashtra,Mumbai Suburban,400042,1,1
23-10-2025,Maharashtra,Mumbai Suburban,400051,5,2
23-10-2025,Maharashtra,Mumbai Suburban,400056,2,1
23-10-2025,Maharashtra,Mumbai Suburban,400057,3,1
23-10-2025,Maharashtra,Mumbai Suburban,400063,5,3
23-10-2025,Maharashtra,Mumbai Suburban,400067,15,19
23-10-2025,Maharashtra,Mumbai Suburban,400068,4,5
23-10-2025,Maharashtra,Mumbai Suburban,400071,4,6
23-10-2025,Maharashtra,Mumbai Suburban,400074,8,5
23-10-2025,Maharashtra,Mumbai Suburban,400079,1,4
23-10-2025,Maharashtra,Mumbai Suburban,400099,3,0
23-10-2025,Maharashtra,Mumbai( Sub Urban ),400067,0,1
23-10-2025,Maharashtra,Mumbai( Sub Urban ),400092,0,1
23-10-2025,Maharashtra,Nagpur,440001,0,2
23-10-2025,Maharashtra,Nagpur,440004,0,1
23-10-2025,Maharashtra,Nagpur,440010,12,19
23-10-2025,Maharashtra,Nagpur,440015,2,8
23-10-2025,Maharashtra,Nagpur,440021,0,1
23-10-2025,Maharashtra,Nagpur,440022,3,18
23-10-2025,Maharashtra,Nagpur,440026,0,2
23-10-2025,Maharashtra,Nagpur,440035,1,1
23-10-2025,Maharashtra,Nagpur,440036,0,2
23-10-2025,Maharashtra,Nagpur,441002,3,1
23-10-2025,Maharashtra,Nagpur,441103,0,3
23-10-2025,Maharashtra,Nagpur,441301,0,3
23-10-2025,Maharashtra,Nagpur,441302,1,3
23-10-2025,Maharashtra,Nagpur,441401,1,0
23-10-2025,Maharashtra,Nagpur,441502,0,1
23-10-2025,Maharashtra,Nanded,431606,0,8
23-10-2025,Maharashtra,Nanded,431717,9,32
23-10-2025,Maharashtra,Nanded,431745,3,5
23-10-2025,Maharashtra,Nanded,431746,0,1
23-10-2025,Maharashtra,Nanded,431801,8,56
23-10-2025,Maharashtra,Nanded,431805,11,49
23-10-2025,Maharashtra,Nanded,431808,2,11
23-10-2025,Maharashtra,Nanded,431811,0,7
23-10-2025,Maharashtra,Nandurbar,425417,6,33
23-10-2025,Maharashtra,Nandurbar,425418,12,63
23-10-2025,Maharashtra,Nandurbar,425432,6,58
23-10-2025,Maharashtra,Nandurbar,425444,3,9
23-10-2025,Maharashtra,Nandurbar *,425409,0,5
23-10-2025,Maharashtra,Nandurbar *,425415,0,1
23-10-2025,Maharashtra,Nashik,422005,0,1
23-10-2025,Maharashtra,Nashik,422011,0,4
23-10-2025,Maharashtra,Nashik,422104,2,0
23-10-2025,Maharashtra,Nashik,422403,1,0
23-10-2025,Maharashtra,Nashik,423101,0,1
23-10-2025,Maharashtra,Nashik,423203,112,189
23-10-2025,Maharashtra,Nashik,423213,0,1
23-10-2025,Maharashtra,Nashik,424109,0,2
23-10-2025,Maharashtra,Osmanabad,413405,0,1
23-10-2025,Maharashtra,Osmanabad,413504,0,2
23-10-2025,Maharashtra,Osmanabad,413507,3,6
23-10-2025,Maharashtra,Osmanabad,413525,0,6
23-10-2025,Maharashtra,Osmanabad,413602,0,4
23-10-2025,Maharashtra,Osmanabad,413605,2,0
23-10-2025,Maharashtra,Osmanabad,413607,0,1
23-10-2025,Maharashtra,Palghar,401203,2,7
23-10-2025,Maharashtra,Parbhani,431514,2,3
23-10-2025,Maharashtra,Pune,410501,0,10
23-10-2025,Maharashtra,Pune,411009,1,12
23-10-2025,Maharashtra,Pune,411018,1,0
23-10-2025,Maharashtra,Pune,411030,2,4
23-10-2025,Maharashtra,Pune,411040,1,7
23-10-2025,Maharashtra,Pune,411041,3,3
23-10-2025,Maharashtra,Pune,411047,1,0
23-10-2025,Maharashtra,Pune,411052,2,0
23-10-2025,Maharashtra,Pune,411061,0,1
23-10-2025,Maharashtra,Pune,412110,1,0
23-10-2025,Maharashtra,Pune,412201,1,0
23-10-2025,Maharashtra,Pune,412204,2,0
23-10-2025,Maharashtra,Pune,412207,5,10
23-10-2025,Maharashtra,Pune,412216,2,1
23-10-2025,Maharashtra,Pune,412404,1,1
23-10-2025,Maharashtra,Pune,413102,12,16
23-10-2025,Maharashtra,Pune,413106,0,3
23-10-2025,Maharashtra,Pune,413120,0,1
23-10-2025,Maharashtra,Raigarh,402106,6,4
23-10-2025,Maharashtra,Raigarh,402202,0,2
23-10-2025,Maharashtra,Raigarh,402401,1,1
23-10-2025,Maharashtra,Raigarh,410221,2,0
23-10-2025,Maharashtra,Ratnagiri,415203,1,3
23-10-2025,Maharashtra,Ratnagiri,415602,0,1
23-10-2025,Maharashtra,Ratnagiri,415604,2,17
23-10-2025,Maharashtra,Ratnagiri,415612,9,11
23-10-2025,Maharashtra,Ratnagiri,415619,3,0
23-10-2025,Maharashtra,Ratnagiri,415702,5,5
23-10-2025,Maharashtra,Ratnagiri,415705,0,2
23-10-2025,Maharashtra,Ratnagiri,415712,10,12
23-10-2025,Maharashtra,Ratnagiri,415713,3,4
23-10-2025,Maharashtra,Ratnagiri,415803,0,3
23-10-2025,Maharashtra,Ratnagiri,416712,1,3
23-10-2025,Maharashtra,Sangli,415302,0,1
23-10-2025,Maharashtra,Sangli,415412,0,1
23-10-2025,Maharashtra,Sangli,415415,0,5
23-10-2025,Maharashtra,Sangli,416311,0,1
23-10-2025,Maharashtra,Sangli,416312,1,11
23-10-2025,Maharashtra,Sangli,416314,3,3
23-10-2025,Maharashtra,Sangli,416403,1,9
23-10-2025,Maharashtra,Sangli,416412,2,4
23-10-2025,Maharashtra,Satara,415010,0,3
23-10-2025,Maharashtra,Satara,415012,0,1
23-10-2025,Maharashtra,Satara,415502,0,1
23-10-2025,Maharashtra,Satara,415515,0,1
23-10-2025,Maharashtra,Satara,415519,0,1
23-10-2025,Maharashtra,Satara,415536,0,1
23-10-2025,Maharashtra,Sindhudurg,416510,13,18
23-10-2025,Maharashtra,Sindhudurg,416515,0,1
23-10-2025,Maharashtra,Sindhudurg,416517,0,3
23-10-2025,Maharashtra,Sindhudurg,416623,1,0
23-10-2025,Maharashtra,Sindhudurg,416626,1,0
23-10-2025,Maharashtra,Sindhudurg,416630,0,3
23-10-2025,Maharashtra,Solapur,413108,1,2
23-10-2025,Maharashtra,Solapur,413211,0,1
23-10-2025,Maharashtra,Solapur,413253,1,1
23-10-2025,Maharashtra,Thane,400608,1,0
23-10-2025,Maharashtra,Thane,400615,3,6
23-10-2025,Maharashtra,Thane,400701,5,6
23-10-2025,Maharashtra,Thane,400708,0,1
23-10-2025,Maharashtra,Thane,400709,5,9
23-10-2025,Maharashtra,Thane,401107,22,37
23-10-2025,Maharashtra,Thane,401209,2,41
23-10-2025,Maharashtra,Thane,401305,1,16
23-10-2025,Maharashtra,Thane,401603,0,3
23-10-2025,Maharashtra,Thane,421003,0,1
23-10-2025,Maharashtra,Thane,421103,0,3
23-10-2025,Maharashtra,Thane,421201,4,3
23-10-2025,Maharashtra,Thane,421302,34,120
23-10-2025,Maharashtra,Thane,421602,1,0
23-10-2025,Maharashtra,Wardha,442005,0,1
23-10-2025,Maharashtra,Wardha,442103,0,7
23-10-2025,Maharashtra,Wardha,442202,4,14
23-10-2025,Maharashtra,Wardha,442203,3,81
23-10-2025,Maharashtra,Wardha,442305,8,73
23-10-2025,Maharashtra,Wardha,442306,7,12
23-10-2025,Maharashtra,Washim,444105,2,25
23-10-2025,Maharashtra,Washim,444107,0,4
23-10-2025,Maharashtra,Washim,444506,3,22
23-10-2025,Maharashtra,Yavatmal,445002,3,9
23-10-2025,Maharashtra,Yavatmal,445102,3,10
23-10-2025,Maharashtra,Yavatmal,445202,1,8
23-10-2025,Maharashtra,Yavatmal,445203,6,7
23-10-2025,Maharashtra,Yavatmal,445230,0,1
22-10-2025,Maharashtra,Ahmadnagar,413705,12,17
22-10-2025,Maharashtra,Ahmadnagar,414302,2,0
22-10-2025,Maharashtra,Ahmadnagar,414305,1,0
22-10-2025,Maharashtra,Ahmadnagar,414601,0,1
22-10-2025,Maharashtra,Ahmadnagar,422601,0,1
22-10-2025,Maharashtra,Ahmadnagar,423603,0,1
22-10-2025,Maharashtra,Akola,444102,0,1
22-10-2025,Maharashtra,Akola,444106,0,5
22-10-2025,Maharashtra,Amravati,444704,0,1
22-10-2025,Maharashtra,Amravati,444808,3,0
22-10-2025,Maharashtra,Amravati,444813,1,1
22-10-2025,Maharashtra,Amravati,444906,2,4
22-10-2025,Maharashtra,Aurangabad,423701,1,5
22-10-2025,Maharashtra,Aurangabad,423702,3,21
22-10-2025,Maharashtra,Aurangabad,431002,0,1
22-10-2025,Maharashtra,Aurangabad,431003,1,1
22-10-2025,Maharashtra,Aurangabad,431101,2,3
22-10-2025,Maharashtra,Aurangabad,431112,1,3
22-10-2025,Maharashtra,Aurangabad,431150,1,7
22-10-2025,Maharashtra,Bhandara,441906,0,1
22-10-2025,Maharashtra,Bid,431122,1,2
22-10-2025,Maharashtra,Buldhana,443204,0,1
22-10-2025,Maharashtra,Buldhana,444303,0,2
22-10-2025,Maharashtra,Chhatrapati Sambhajinagar,431103,0,4
22-10-2025,Maharashtra,Dhule,424001,6,13
22-10-2025,Maharashtra,Dhule,424306,1,30
22-10-2025,Maharashtra,Dhule,424311,0,2
22-10-2025,Maharashtra,Gadchiroli,441209,0,1
22-10-2025,Maharashtra,Gadchiroli,442504,6,34
22-10-2025,Maharashtra,Gadchiroli,442604,5,45
22-10-2025,Maharashtra,Gadchiroli,442704,4,25
22-10-2025,Maharashtra,Gadchiroli,442709,5,30
22-10-2025,Maharashtra,Gondiya,441614,1,2
22-10-2025,Maharashtra,Gondiya,441801,0,2
22-10-2025,Maharashtra,Hingoli,431512,0,1
22-10-2025,Maharashtra,Hingoli,431701,1,10
22-10-2025,Maharashtra,Hingoli,431702,0,6
22-10-2025,Maharashtra,Jalgaon,424101,1,3
22-10-2025,Maharashtra,Jalgaon,424105,0,3
22-10-2025,Maharashtra,Jalgaon,425107,4,11
22-10-2025,Maharashtra,Jalgaon,425306,0,1
22-10-2025,Maharashtra,Jalgaon,425307,0,1
22-10-2025,Maharashtra,Jalgaon,425502,2,1
22-10-2025,Maharashtra,Jalna,431212,0,1
22-10-2025,Maharashtra,Kolhapur,416001,0,2
22-10-2025,Maharashtra,Kolhapur,416002,0,4
22-10-2025,Maharashtra,Kolhapur,416004,1,1
22-10-2025,Maharashtra,Kolhapur,416006,1,0
22-10-2025,Maharashtra,Kolhapur,416008,0,3
22-10-2025,Maharashtra,Kolhapur,416013,0,1
22-10-2025,Maharashtra,Kolhapur,416507,2,7
22-10-2025,Maharashtra,Kolhapur,416526,0,1
22-10-2025,Maharashtra,Latur,413517,9,50
22-10-2025,Maharashtra,Latur,413521,3,13
22-10-2025,Maharashtra,Latur,413522,1,2
22-10-2025,Maharashtra,Latur,413530,2,2
22-10-2025,Maharashtra,Mumbai,400001,0,1
22-10-2025,Maharashtra,Mumbai,400037,1,10
22-10-2025,Maharashtra,Mumbai,400056,0,1
22-10-2025,Maharashtra,Mumbai,400064,3,2
22-10-2025,Maharashtra,Mumbai,400071,1,7
22-10-2025,Maharashtra,Mumbai,400088,0,3
22-10-2025,Maharashtra,Mumbai,400092,2,2
22-10-2025,Maharashtra,Mumbai,400099,1,3
22-10-2025,Maharashtra,Mumbai City,400009,4,0
22-10-2025,Maharashtra,Mumbai City,400013,4,0
22-10-2025,Maharashtra,Mumbai City,400026,0,1
22-10-2025,Maharashtra,Mumbai City,400033,0,2
22-10-2025,Maharashtra,Mumbai City,400034,1,1
22-10-2025,Maharashtra,Mumbai City,400037,3,4
22-10-2025,Maharashtra,Mumbai Suburban,400042,3,2
22-10-2025,Maharashtra,Mumbai Suburban,400055,2,0
22-10-2025,Maharashtra,Mumbai Suburban,400060,1,1
22-10-2025,Maharashtra,Mumbai Suburban,400068,1,3
22-10-2025,Maharashtra,Mumbai Suburban,400071,3,2
22-10-2025,Maharashtra,Mumbai Suburban,400072,6,2
22-10-2025,Maharashtra,Mumbai Suburban,400074,3,2
22-10-2025,Maharashtra,Mumbai Suburban,400075,1,1
22-10-2025,Maharashtra,Mumbai Suburban,400088,1,2
22-10-2025,Maharashtra,Mumbai Suburban,400094,1,0
22-10-2025,Maharashtra,Mumbai Suburban,400103,4,0
22-10-2025,Maharashtra,Mumbai Suburban,400104,0,2
22-10-2025,Maharashtra,Nagpur,440002,4,5
22-10-2025,Maharashtra,Nagpur,440023,0,2
22-10-2025,Maharashtra,Nagpur,440024,0,1
22-10-2025,Maharashtra,Nagpur,440027,1,2
22-10-2025,Maharashtra,Nagpur,441108,1,0
22-10-2025,Maharashtra,Nanded,431505,0,1
22-10-2025,Maharashtra,Nandurbar,425412,6,18
22-10-2025,Maharashtra,Nandurbar,425415,2,10
22-10-2025,Maharashtra,Nashik,422001,3,0
22-10-2025,Maharashtra,Nashik,422008,0,1
22-10-2025,Maharashtra,Nashik,422103,1,0
22-10-2025,Maharashtra,Palghar,401207,1,0
22-10-2025,Maharashtra,Palghar,401208,4,6
22-10-2025,Maharashtra,Palghar,401301,0,2
22-10-2025,Maharashtra,Palghar,401501,2,0
22-10-2025,Maharashtra,Parbhani,431509,1,1
22-10-2025,Maharashtra,Pune,411018,1,0
22-10-2025,Maharashtra,Pune,411021,2,2
22-10-2025,Maharashtra,Pune,411027,0,2
22-10-2025,Maharashtra,Pune,411028,1,2
22-10-2025,Maharashtra,Pune,411032,1,0
22-10-2025,Maharashtra,Pune,411036,0,1
22-10-2025,Maharashtra,Pune,411045,1,3
22-10-2025,Maharashtra,Pune,411062,2,0
22-10-2025,Maharashtra,Pune,412105,0,3
22-10-2025,Maharashtra,Pune,412208,0,2
22-10-2025,Maharashtra,Pune,413102,0,3
22-10-2025,Maharashtra,Pune,413103,0,5
22-10-2025,Maharashtra,Raigad,402107,1,0
22-10-2025,Maharashtra,Raigad,410201,0,1
22-10-2025,Maharashtra,Raigad,410206,3,7
22-10-2025,Maharashtra,Raigarh,402105,1,9
22-10-2025,Maharashtra,Raigarh,402108,2,1
22-10-2025,Maharashtra,Raigarh,402111,0,1
22-10-2025,Maharashtra,Raigarh,402204,1,12
22-10-2025,Maharashtra,Raigarh,402301,1,0
22-10-2025,Maharashtra,Raigarh,402401,6,4
22-10-2025,Maharashtra,Raigarh,402402,1,0
22-10-2025,Maharashtra,Raigarh,410207,0,2
22-10-2025,Maharashtra,Raigarh,410208,3,3
22-10-2025,Maharashtra,Raigarh,410218,0,6
22-10-2025,Maharashtra,Raigarh,410220,0,1
22-10-2025,Maharashtra,Raigarh(MH),402209,0,1
22-10-2025,Maharashtra,Ratnagiri,415202,0,1
22-10-2025,Maharashtra,Ratnagiri,415605,7,27
22-10-2025,Maharashtra,Ratnagiri,415619,0,2
22-10-2025,Maharashtra,Ratnagiri,415718,0,1
22-10-2025,Maharashtra,Ratnagiri,416701,7,20
22-10-2025,Maharashtra,Ratnagiri,416705,0,1
22-10-2025,Maharashtra,Sangli,415309,0,1
22-10-2025,Maharashtra,Sangli,415405,1,0
22-10-2025,Maharashtra,Sangli,416306,1,0
22-10-2025,Maharashtra,Satara,415013,0,1
22-10-2025,Maharashtra,Satara,415106,1,0
22-10-2025,Maharashtra,Satara,415206,1,1
22-10-2025,Maharashtra,Satara,415503,1,0
22-10-2025,Maharashtra,Satara,415511,0,1
22-10-2025,Maharashtra,Satara,415524,0,1
22-10-2025,Maharashtra,Sindhudurg,416511,1,1
22-10-2025,Maharashtra,Sindhudurg,416608,1,1
22-10-2025,Maharashtra,Sindhudurg,416620,1,0
22-10-2025,Maharashtra,Sindhudurg,416801,4,2
22-10-2025,Maharashtra,Sindhudurg,416810,0,1
22-10-2025,Maharashtra,Sindhudurg,416811,2,5
22-10-2025,Maharashtra,Solapur,413001,2,4
22-10-2025,Maharashtra,Solapur,413101,0,4
22-10-2025,Maharashtra,Solapur,413113,0,1
22-10-2025,Maharashtra,Solapur,413209,0,1
22-10-2025,Maharashtra,Thane,400602,2,1
22-10-2025,Maharashtra,Thane,400605,4,2
22-10-2025,Maharashtra,Thane,400607,1,0
22-10-2025,Maharashtra,Thane,400612,20,41
22-10-2025,Maharashtra,Thane,400705,3,3
22-10-2025,Maharashtra,Thane,400708,6,3
22-10-2025,Maharashtra,Thane,401105,0,5
22-10-2025,Maharashtra,Thane,401301,1,0
22-10-2025,Maharashtra,Thane,421103,6,1
22-10-2025,Maharashtra,Thane,421202,2,3
